category,scientific_name,conservation_status,park_name,observations
Vascular Plant,Allium campanulatum,Safe,Great Smoky Mountains National Park,84
Vascular Plant,Allium canadense,Safe,Great Smoky Mountains National Park,71
Vascular Plant,Allium cernuum,Safe,Great Smoky Mountains National Park,90
Vascular Plant,Allium cernuum var. cernuum,Safe,Great Smoky Mountains National Park,64
Vascular Plant,Allium geyeri var. tenerum,Safe,Great Smoky Mountains National Park,84
Vascular Plant,Allium hyalinum,Safe,Great Smoky Mountains National Park,88
Vascular Plant,Allium obtusum,Safe,Great Smoky Mountains National Park,81
Vascular Plant,Allium obtusum var. conspicuum,Safe,Great Smoky Mountains National Park,85
Vascular Plant,Allium obtusum var. obtusum,Safe,Great Smoky Mountains National Park,97
Vascular Plant,Allium schoenoprasum,Safe,Great Smoky Mountains National Park,71
Vascular Plant,Allium textile,Safe,Great Smoky Mountains National Park,87
Vascular Plant,Allium tribracteatum,Species of Concern,Great Smoky Mountains National Park,66
Vascular Plant,Allium tricoccum,Safe,Great Smoky Mountains National Park,66
Vascular Plant,Allium validum,Safe,Great Smoky Mountains National Park,54
Vascular Plant,Allium vineale,Safe,Great Smoky Mountains National Park,66
Vascular Plant,Allium yosemitense,Safe,Great Smoky Mountains National Park,79
Vascular Plant,Allophyllum divaricatum,Safe,Great Smoky Mountains National Park,57
Vascular Plant,Allophyllum gilioides ssp. gilioides,Safe,Great Smoky Mountains National Park,54
Vascular Plant,Allophyllum gilioides ssp. violaceum,Safe,Great Smoky Mountains National Park,39
Vascular Plant,Allophyllum integrifolium,Safe,Great Smoky Mountains National Park,89
Vascular Plant,Allotropa virgata,Safe,Great Smoky Mountains National Park,44
Vascular Plant,Alnus incana ssp. tenuifolia,Safe,Great Smoky Mountains National Park,78
Vascular Plant,Alnus rhombifolia,Safe,Great Smoky Mountains National Park,63
Vascular Plant,Alnus serrulata,Safe,Great Smoky Mountains National Park,89
Vascular Plant,Alopecurus aequalis,Safe,Great Smoky Mountains National Park,59
Vascular Plant,Alopecurus arundinaceus,Safe,Great Smoky Mountains National Park,100
Vascular Plant,Alopecurus borealis,Safe,Great Smoky Mountains National Park,53
Vascular Plant,Alopecurus carolinianus,Safe,Great Smoky Mountains National Park,71
Vascular Plant,Alopecurus pratensis,Safe,Great Smoky Mountains National Park,45
Vascular Plant,Alyssum alyssoides,Safe,Great Smoky Mountains National Park,60
Vascular Plant,Alyssum desertorum,Safe,Great Smoky Mountains National Park,96
Vascular Plant,Amaranthus albus,Safe,Great Smoky Mountains National Park,90
Vascular Plant,Amaranthus albus,Safe,Great Smoky Mountains National Park,55
Vascular Plant,Amaranthus blitoides,Safe,Great Smoky Mountains National Park,64
Vascular Plant,Amaranthus californicus,Safe,Great Smoky Mountains National Park,103
Vascular Plant,Amaranthus hybridus,Safe,Great Smoky Mountains National Park,65
Vascular Plant,Amaranthus retroflexus,Safe,Great Smoky Mountains National Park,21
Vascular Plant,Amaranthus retroflexus,Safe,Great Smoky Mountains National Park,86
Vascular Plant,Amaranthus spinosus,Safe,Great Smoky Mountains National Park,90
Fish,Ambloplites rupestris,Safe,Great Smoky Mountains National Park,92
Nonvascular Plant,Amblystegium serpens,Safe,Great Smoky Mountains National Park,49
Nonvascular Plant,Amblystegium varium,Safe,Great Smoky Mountains National Park,64
Vascular Plant,Ambrosia artemisiifolia,Safe,Great Smoky Mountains National Park,47
Vascular Plant,Ambrosia artemisiifolia,Safe,Great Smoky Mountains National Park,92
Vascular Plant,Ambrosia bidentata,Safe,Great Smoky Mountains National Park,90
Vascular Plant,Ambrosia psilostachya,Safe,Great Smoky Mountains National Park,69
Vascular Plant,Ambrosia trifida,Safe,Great Smoky Mountains National Park,46
Amphibian,Ambystoma maculatum,Safe,Great Smoky Mountains National Park,51
Amphibian,Ambystoma mavortium melanostictum,Safe,Great Smoky Mountains National Park,79
Amphibian,Ambystoma opacum,Safe,Great Smoky Mountains National Park,78
Amphibian,Ambystoma talpoideum,Safe,Great Smoky Mountains National Park,82
Fish,Ameiurus melas,Safe,Great Smoky Mountains National Park,82
Fish,Ameiurus natalis,Safe,Great Smoky Mountains National Park,95
Vascular Plant,Amelanchier alnifolia var. alnifolia,Safe,Great Smoky Mountains National Park,65
Vascular Plant,Amelanchier alnifolia var. pumila,Safe,Great Smoky Mountains National Park,59
Vascular Plant,Amelanchier arborea,Safe,Great Smoky Mountains National Park,63
Vascular Plant,Amelanchier canadensis,Safe,Great Smoky Mountains National Park,89
Vascular Plant,Amelanchier laevis,Safe,Great Smoky Mountains National Park,53
Vascular Plant,Amelanchier sanguinea,Safe,Great Smoky Mountains National Park,67
Vascular Plant,Amelanchier utahensis,Safe,Great Smoky Mountains National Park,66
Vascular Plant,Amianthium muscitoxicum,Safe,Great Smoky Mountains National Park,90
Vascular Plant,Ammannia coccinea,Safe,Great Smoky Mountains National Park,76
Bird,Ammodramus henslowii,Safe,Great Smoky Mountains National Park,28
Bird,Ammodramus leconteii,Safe,Great Smoky Mountains National Park,86
Bird,Ammodramus savannarum,Species of Concern,Great Smoky Mountains National Park,58
Vascular Plant,Ammoselinum butleri,Safe,Great Smoky Mountains National Park,86
Vascular Plant,Amorpha fruticosa,Safe,Great Smoky Mountains National Park,52
Vascular Plant,Amorpha georgiana,Safe,Great Smoky Mountains National Park,38
Vascular Plant,Amorpha glabra,Safe,Great Smoky Mountains National Park,80
Vascular Plant,Ampelopsis arborea,Safe,Great Smoky Mountains National Park,69
Vascular Plant,Ampelopsis cordata,Safe,Great Smoky Mountains National Park,67
Vascular Plant,Amphicarpaea bracteata,Safe,Great Smoky Mountains National Park,106
Nonvascular Plant,Amphidium mougeotii,Safe,Great Smoky Mountains National Park,73
Bird,Amphispiza bilineata,Safe,Great Smoky Mountains National Park,83
Vascular Plant,Amsinckia lycopsoides,Safe,Great Smoky Mountains National Park,74
Vascular Plant,Amsinckia menziesii,Safe,Great Smoky Mountains National Park,93
Vascular Plant,Amsinckia menziesii var. intermedia,Safe,Great Smoky Mountains National Park,59
Vascular Plant,Amsinckia menziesii var. menziesii,Safe,Great Smoky Mountains National Park,50
Vascular Plant,Amsonia tabernaemontana var. tabernaemontana,Safe,Great Smoky Mountains National Park,97
Nonvascular Plant,Anacamptodon splachnoides,Safe,Great Smoky Mountains National Park,93
Vascular Plant,Anagallis arvensis,Safe,Great Smoky Mountains National Park,68
Vascular Plant,Anagallis arvensis,Safe,Great Smoky Mountains National Park,93
Vascular Plant,Anagallis minima,Safe,Great Smoky Mountains National Park,80
Vascular Plant,Anaphalis margaritacea,Safe,Great Smoky Mountains National Park,57
Bird,Anas acuta,Safe,Great Smoky Mountains National Park,61
Bird,Anas americana,Safe,Great Smoky Mountains National Park,98
Bird,Anas clypeata,Safe,Great Smoky Mountains National Park,82
Bird,Anas crecca,Safe,Great Smoky Mountains National Park,60
Bird,Anas cyanoptera,Safe,Great Smoky Mountains National Park,75
Bird,Anas discors,Safe,Great Smoky Mountains National Park,68
Bird,Anas penelope,Safe,Great Smoky Mountains National Park,99
Bird,Anas platyrhynchos,Safe,Great Smoky Mountains National Park,66
Bird,Anas rubripes,Safe,Great Smoky Mountains National Park,81
Bird,Anas strepera,Safe,Great Smoky Mountains National Park,84
Nonvascular Plant,Anastrophyllum helleranum,Safe,Great Smoky Mountains National Park,69
Nonvascular Plant,Anastrophyllum michauxii,Safe,Great Smoky Mountains National Park,87
Nonvascular Plant,Anastrophyllum minutum,Safe,Great Smoky Mountains National Park,97
Nonvascular Plant,Anastrophyllum saxicola,Safe,Great Smoky Mountains National Park,78
Amphibian,Anaxyrus boreas boreas,Safe,Great Smoky Mountains National Park,57
Amphibian,Anaxyrus boreas halophilus,Safe,Great Smoky Mountains National Park,69
Amphibian,Anaxyrus canorus,Threatened,Great Smoky Mountains National Park,30
Nonvascular Plant,Andreaea rothii,Safe,Great Smoky Mountains National Park,124
Nonvascular Plant,Andreaea rupestris,Safe,Great Smoky Mountains National Park,62
Vascular Plant,Andropogon gerardii,Safe,Great Smoky Mountains National Park,28
Vascular Plant,Andropogon glomeratus,Safe,Great Smoky Mountains National Park,82
Vascular Plant,Andropogon gyrans var. gyrans,Safe,Great Smoky Mountains National Park,90
Vascular Plant,Andropogon ternarius,Safe,Great Smoky Mountains National Park,79
Vascular Plant,Andropogon virginicus,Safe,Great Smoky Mountains National Park,67
Vascular Plant,Andropogon virginicus var. virginicus,Safe,Great Smoky Mountains National Park,35
Vascular Plant,Androsace filiformis,Safe,Great Smoky Mountains National Park,87
Vascular Plant,Androsace occidentalis,Safe,Great Smoky Mountains National Park,50
Vascular Plant,Androsace septentrionalis ssp. subumbellata,Safe,Great Smoky Mountains National Park,87
Amphibian,Aneides lugubris,Safe,Great Smoky Mountains National Park,71
Vascular Plant,Anelsonia eurycarpa,Safe,Great Smoky Mountains National Park,60
Vascular Plant,Anemone drummondii,Safe,Great Smoky Mountains National Park,119
Vascular Plant,Anemone lancifolia,Safe,Great Smoky Mountains National Park,73
Vascular Plant,Anemone occidentalis,Safe,Great Smoky Mountains National Park,82
Vascular Plant,Anemone parviflora,Safe,Great Smoky Mountains National Park,75
Vascular Plant,Anemone patens var. multifida,Safe,Great Smoky Mountains National Park,94
Vascular Plant,Anemone quinquefolia,Safe,Great Smoky Mountains National Park,46
Vascular Plant,Anemone tetonensis,Safe,Great Smoky Mountains National Park,70
Vascular Plant,Anemone virginiana,Safe,Great Smoky Mountains National Park,88
Nonvascular Plant,Aneura pinguis,Safe,Great Smoky Mountains National Park,89
Vascular Plant,Angelica arguta,Safe,Great Smoky Mountains National Park,50
Vascular Plant,Angelica atropurpurea,Safe,Great Smoky Mountains National Park,79
Vascular Plant,Angelica breweri,Safe,Great Smoky Mountains National Park,91
Vascular Plant,Angelica lineariloba,Safe,Great Smoky Mountains National Park,78
Vascular Plant,Angelica pinnata,Safe,Great Smoky Mountains National Park,53
Vascular Plant,Angelica roseana,Safe,Great Smoky Mountains National Park,57
Vascular Plant,Angelica triquinata,Safe,Great Smoky Mountains National Park,65
Vascular Plant,Angelica venenosa,Safe,Great Smoky Mountains National Park,60
Nonvascular Plant,Anoectangium aestivum,Safe,Great Smoky Mountains National Park,83
Reptile,Anolis carolinensis carolinensis,Safe,Great Smoky Mountains National Park,102
Nonvascular Plant,Anomobryum filiforme,Safe,Great Smoky Mountains National Park,63
Nonvascular Plant,Anomodon attenuatus,Safe,Great Smoky Mountains National Park,107
Nonvascular Plant,Anomodon minor,Safe,Great Smoky Mountains National Park,65
Nonvascular Plant,Anomodon rostratus,Safe,Great Smoky Mountains National Park,68
Nonvascular Plant,Anomodon rugelii,Safe,Great Smoky Mountains National Park,89
Nonvascular Plant,Anomodon viticulosus,Safe,Great Smoky Mountains National Park,79
Bird,Anser albifrons,Safe,Great Smoky Mountains National Park,76
Vascular Plant,Antennaria anaphaloides,Safe,Great Smoky Mountains National Park,81
Vascular Plant,Antennaria argentea,Safe,Great Smoky Mountains National Park,53
Vascular Plant,Antennaria aromatica,Safe,Great Smoky Mountains National Park,66
Vascular Plant,Antennaria corymbosa,Safe,Great Smoky Mountains National Park,53
Vascular Plant,Antennaria dimorpha,Safe,Great Smoky Mountains National Park,59
Vascular Plant,Antennaria flagellaris,Safe,Great Smoky Mountains National Park,80
Vascular Plant,Antennaria lanata,Safe,Great Smoky Mountains National Park,80
Vascular Plant,Antennaria luzuloides,Safe,Great Smoky Mountains National Park,51
Vascular Plant,Antennaria media,Safe,Great Smoky Mountains National Park,80
Vascular Plant,Antennaria microphylla,Safe,Great Smoky Mountains National Park,94
Vascular Plant,Antennaria neglecta,Safe,Great Smoky Mountains National Park,85
Vascular Plant,Antennaria parlinii ssp. fallax,Safe,Great Smoky Mountains National Park,86
Vascular Plant,Antennaria parvifolia,Safe,Great Smoky Mountains National Park,68
Vascular Plant,Antennaria plantaginifolia,Safe,Great Smoky Mountains National Park,43
Vascular Plant,Antennaria pulcherrima,Safe,Great Smoky Mountains National Park,69
Vascular Plant,Antennaria racemosa,Safe,Great Smoky Mountains National Park,70
Vascular Plant,Antennaria rosea,Safe,Great Smoky Mountains National Park,59
Vascular Plant,Antennaria rosea ssp. confinis,Safe,Great Smoky Mountains National Park,43
Vascular Plant,Antennaria solitaria,Safe,Great Smoky Mountains National Park,122
Vascular Plant,Antennaria umbrinella,Safe,Great Smoky Mountains National Park,89
Vascular Plant,Anthemis arvensis,Safe,Great Smoky Mountains National Park,82
Vascular Plant,Anthemis cotula,Safe,Great Smoky Mountains National Park,73
Vascular Plant,Anthemis cotula,Safe,Great Smoky Mountains National Park,93
Vascular Plant,Anthemis tinctoria,Safe,Great Smoky Mountains National Park,79
Vascular Plant,Anthoxanthum odoratum,Safe,Great Smoky Mountains National Park,60
Vascular Plant,Anthriscus caucalis,Safe,Great Smoky Mountains National Park,83
Bird,Anthus rubescens,Safe,Great Smoky Mountains National Park,105
Bird,Anthus rubescens,Safe,Great Smoky Mountains National Park,96
Bird,Anthus spinoletta,Safe,Great Smoky Mountains National Park,41
Mammal,Antilocapra americana,Safe,Great Smoky Mountains National Park,119
Mammal,Antrozous pallidus,Species of Concern,Great Smoky Mountains National Park,61
Reptile,Apalone spinifera spinifera,Safe,Great Smoky Mountains National Park,108
Vascular Plant,Apera interrupta,Safe,Great Smoky Mountains National Park,50
Vascular Plant,Aphanes microcarpa,Safe,Great Smoky Mountains National Park,49
Nonvascular Plant,Aphanorrhegma serratum,Safe,Great Smoky Mountains National Park,42
Bird,Aphelocoma californica,Safe,Great Smoky Mountains National Park,61
Vascular Plant,Apios americana,Safe,Great Smoky Mountains National Park,45
Vascular Plant,Aplectrum hyemale,Safe,Great Smoky Mountains National Park,88
Fish,Aplodinotus grunniens,Safe,Great Smoky Mountains National Park,97
Mammal,Aplodontia rufa californica,Species of Concern,Great Smoky Mountains National Park,57
Vascular Plant,Apocynum androsaemifolium,Safe,Great Smoky Mountains National Park,109
Vascular Plant,Apocynum androsaemifolium,Safe,Great Smoky Mountains National Park,101
Vascular Plant,Apocynum cannabinum,Safe,Great Smoky Mountains National Park,57
Vascular Plant,Apocynum cannabinum,Safe,Great Smoky Mountains National Park,88
Vascular Plant,Apocynum cannabinum var. cannabinum,Safe,Great Smoky Mountains National Park,68
Nonvascular Plant,Apometzgeria pubescens,Safe,Great Smoky Mountains National Park,68
Bird,Aquila chrysaetos,Species of Concern,Great Smoky Mountains National Park,65
Vascular Plant,Aquilegia canadensis,Safe,Great Smoky Mountains National Park,80
Vascular Plant,Aquilegia coerulea,Safe,Great Smoky Mountains National Park,69
Vascular Plant,Aquilegia flavescens,Safe,Great Smoky Mountains National Park,94
Vascular Plant,Aquilegia formosa,Safe,Great Smoky Mountains National Park,58
Vascular Plant,Aquilegia pubescens,Safe,Great Smoky Mountains National Park,49
Vascular Plant,Aquilegia vulgaris,Safe,Great Smoky Mountains National Park,123
Vascular Plant,Arabidopsis thaliana,Safe,Great Smoky Mountains National Park,103
Vascular Plant,Arabidopsis thaliana,Safe,Great Smoky Mountains National Park,62
Vascular Plant,Arabis canadensis,Safe,Great Smoky Mountains National Park,27
Vascular Plant,Arabis davidsonii,Safe,Great Smoky Mountains National Park,96
Vascular Plant,Arabis drummondii,Safe,Great Smoky Mountains National Park,85
Vascular Plant,Arabis glabra var. glabra,Safe,Great Smoky Mountains National Park,38
Vascular Plant,Arabis hirsuta var. glabrata,Safe,Great Smoky Mountains National Park,37
Vascular Plant,Arabis hirsuta var. pycnocarpa,Safe,Great Smoky Mountains National Park,92
Vascular Plant,Arabis holboellii var. pendulocarpa,Safe,Great Smoky Mountains National Park,81
Vascular Plant,Arabis holboellii var. pinetorum,Safe,Great Smoky Mountains National Park,66
Vascular Plant,Arabis holboellii var. retrofracta,Safe,Great Smoky Mountains National Park,59
Vascular Plant,Arabis inyoensis,Safe,Great Smoky Mountains National Park,45
Vascular Plant,Arabis laevigata,Safe,Great Smoky Mountains National Park,50
Vascular Plant,Arabis laevigata var. burkii,Safe,Great Smoky Mountains National Park,87
Vascular Plant,Arabis laevigata var. laevigata,Safe,Great Smoky Mountains National Park,72
Vascular Plant,Arabis lemmonii var. depauperata,Safe,Great Smoky Mountains National Park,67
Vascular Plant,Arabis lemmonii var. lemmonii,Safe,Great Smoky Mountains National Park,62
