category,scientific_name,conservation_status,park_name,observations
Bird,Aegolius,Safe,Bryce National Park,95
Bird,Aegolius acadicus,Safe,Bryce National Park,131
Bird,Aegolius funereus,Safe,Bryce National Park,73
Vascular Plant,Aegopodium podagraria,Safe,Bryce National Park,112
Bird,Aeronautes saxatalis,Safe,Bryce National Park,95
Vascular Plant,Aesculus californica,Safe,Bryce National Park,108
Vascular Plant,Aesculus flava,Safe,Bryce National Park,117
Vascular Plant,Aesculus glabra,Safe,Bryce National Park,76
Vascular Plant,Aesculus pavia,Safe,Bryce National Park,133
Vascular Plant,Aesculus sylvatica,Safe,Bryce National Park,100
Vascular Plant,Agalinis purpurea,Safe,Bryce National Park,91
Vascular Plant,Agalinis setacea,Safe,Bryce National Park,116
Vascular Plant,Agalinis tenuifolia,Safe,Bryce National Park,73
Vascular Plant,Agastache nepetoides,Safe,Bryce National Park,106
Vascular Plant,Agastache scrophulariifolia,Safe,Bryce National Park,116
Vascular Plant,Agastache urticifolia,Safe,Bryce National Park,95
Bird,Agelaius phoeniceus,Safe,Bryce National Park,97
Vascular Plant,Ageratina altissima,Safe,Bryce National Park,94
Vascular Plant,Ageratina altissima var. altissima,Safe,Bryce National Park,120
Vascular Plant,Ageratina altissima var. roanensis,Safe,Bryce National Park,96
Vascular Plant,Ageratina aromatica var. aromatica,Safe,Bryce National Park,110
Vascular Plant,Ageratina occidentalis,Safe,Bryce National Park,89
Reptile,Agkistrodon contortrix mokasen,Safe,Bryce National Park,101
Vascular Plant,Agoseris aurantiaca,Safe,Bryce National Park,111
Vascular Plant,Agoseris elata,Safe,Bryce National Park,114
Vascular Plant,Agoseris glauca var. dasycephala,Safe,Bryce National Park,114
Vascular Plant,Agoseris glauca var. glauca,Safe,Bryce National Park,100
Vascular Plant,Agoseris glauca var. laciniata,Safe,Bryce National Park,120
Vascular Plant,Agoseris glauca var. monticola,Safe,Bryce National Park,61
Vascular Plant,Agoseris grandiflora,Safe,Bryce National Park,107
Vascular Plant,Agoseris heterophylla,Safe,Bryce National Park,120
Vascular Plant,Agoseris lackschewitzii,Safe,Bryce National Park,94
Vascular Plant,Agoseris retrorsa,Safe,Bryce National Park,124
Vascular Plant,Agrimonia gryposepala,Safe,Bryce National Park,80
Vascular Plant,Agrimonia microcarpa,Safe,Bryce National Park,101
Vascular Plant,Agrimonia parviflora,Safe,Bryce National Park,105
Vascular Plant,Agrimonia pubescens,Safe,Bryce National Park,117
Vascular Plant,Agrimonia rostellata,Safe,Bryce National Park,101
Vascular Plant,Agrostemma githago,Safe,Bryce National Park,92
Vascular Plant,Agrostis capillaris,Safe,Bryce National Park,103
Vascular Plant,Agrostis capillaris,Safe,Bryce National Park,105
Vascular Plant,Agrostis elliottiana,Safe,Bryce National Park,74
Vascular Plant,Agrostis exarata,Safe,Bryce National Park,105
Vascular Plant,Agrostis gigantea,Safe,Bryce National Park,104
Vascular Plant,Agrostis gigantea,Safe,Bryce National Park,116
Vascular Plant,Agrostis humilis,Safe,Bryce National Park,108
Vascular Plant,Agrostis hyemalis,Safe,Bryce National Park,64
Vascular Plant,Agrostis idahoensis,Safe,Bryce National Park,91
Vascular Plant,Agrostis mertensii,Safe,Bryce National Park,74
Vascular Plant,Agrostis mertensii,Safe,Bryce National Park,88
Vascular Plant,Agrostis oregonensis,Safe,Bryce National Park,87
Vascular Plant,Agrostis pallens,Safe,Bryce National Park,77
Vascular Plant,Agrostis perennans,Safe,Bryce National Park,134
Vascular Plant,Agrostis rossiae,Safe,Bryce National Park,107
Vascular Plant,Agrostis scabra,Safe,Bryce National Park,60
Vascular Plant,Agrostis scabra,Safe,Bryce National Park,118
Vascular Plant,Agrostis scabra var. scabra,Safe,Bryce National Park,92
Vascular Plant,Agrostis stolonifera,Safe,Bryce National Park,101
Vascular Plant,Agrostis stolonifera,Safe,Bryce National Park,81
Vascular Plant,Agrostis thurberiana,Safe,Bryce National Park,105
Vascular Plant,Agrostis variabilis,Safe,Bryce National Park,93
Vascular Plant,Agrostis variabilis,Safe,Bryce National Park,103
Vascular Plant,Ailanthus altissima,Safe,Bryce National Park,73
Bird,Aimophila aestivalis,Species of Concern,Bryce National Park,94
Bird,Aimophila ruficeps,Safe,Bryce National Park,82
Vascular Plant,Aira caryophyllea,Safe,Bryce National Park,96
Bird,Aix sponsa,Safe,Bryce National Park,95
Vascular Plant,Ajuga reptans,Safe,Bryce National Park,91
Vascular Plant,Albizia julibrissin,Safe,Bryce National Park,71
Vascular Plant,Alcea rosea,Safe,Bryce National Park,108
Mammal,Alces alces,Safe,Bryce National Park,101
Mammal,Alces alces shirasi,Safe,Bryce National Park,81
Bird,Alectoris chukar,Safe,Bryce National Park,120
Bird,Alectoris chukar,Safe,Bryce National Park,109
Vascular Plant,Aletris farinosa,Safe,Bryce National Park,79
Vascular Plant,Alisma plantago-aquatica,Safe,Bryce National Park,97
Vascular Plant,Alisma subcordatum,Safe,Bryce National Park,86
Vascular Plant,Alisma triviale,Safe,Bryce National Park,87
Vascular Plant,Alliaria petiolata,Safe,Bryce National Park,99
Vascular Plant,Allium ampeloprasum,Safe,Bryce National Park,121
Vascular Plant,Allium amplectens,Safe,Bryce National Park,96
Vascular Plant,Allium bisceptrum var. bisceptrum,Safe,Bryce National Park,105
Vascular Plant,Allium brandegeei,Safe,Bryce National Park,104
Vascular Plant,Allium brevistylum,Safe,Bryce National Park,110
Vascular Plant,Allium burdickii,Safe,Bryce National Park,98
Vascular Plant,Allium campanulatum,Safe,Bryce National Park,136
Vascular Plant,Allium canadense,Safe,Bryce National Park,90
Vascular Plant,Allium cernuum,Safe,Bryce National Park,112
Vascular Plant,Allium cernuum var. cernuum,Safe,Bryce National Park,112
Vascular Plant,Allium geyeri var. tenerum,Safe,Bryce National Park,73
Vascular Plant,Allium hyalinum,Safe,Bryce National Park,106
Vascular Plant,Allium obtusum,Safe,Bryce National Park,127
Vascular Plant,Allium obtusum var. conspicuum,Safe,Bryce National Park,113
Vascular Plant,Allium obtusum var. obtusum,Safe,Bryce National Park,108
Vascular Plant,Allium schoenoprasum,Safe,Bryce National Park,95
Vascular Plant,Allium textile,Safe,Bryce National Park,105
Vascular Plant,Allium tribracteatum,Species of Concern,Bryce National Park,125
Vascular Plant,Allium tricoccum,Safe,Bryce National Park,104
Vascular Plant,Allium validum,Safe,Bryce National Park,117
Vascular Plant,Allium vineale,Safe,Bryce National Park,78
Vascular Plant,Allium yosemitense,Safe,Bryce National Park,98
Vascular Plant,Allophyllum divaricatum,Safe,Bryce National Park,83
Vascular Plant,Allophyllum gilioides ssp. gilioides,Safe,Bryce National Park,55
Vascular Plant,Allophyllum gilioides ssp. violaceum,Safe,Bryce National Park,127
Vascular Plant,Allophyllum integrifolium,Safe,Bryce National Park,114
Vascular Plant,Allotropa virgata,Safe,Bryce National Park,94
Vascular Plant,Alnus incana ssp. tenuifolia,Safe,Bryce National Park,115
Vascular Plant,Alnus rhombifolia,Safe,Bryce National Park,106
Vascular Plant,Alnus serrulata,Safe,Bryce National Park,81
Vascular Plant,Alopecurus aequalis,Safe,Bryce National Park,73
Vascular Plant,Alopecurus arundinaceus,Safe,Bryce National Park,76
Vascular Plant,Alopecurus borealis,Safe,Bryce National Park,94
Vascular Plant,Alopecurus carolinianus,Safe,Bryce National Park,140
Vascular Plant,Alopecurus pratensis,Safe,Bryce National Park,130
Vascular Plant,Alyssum alyssoides,Safe,Bryce National Park,86
Vascular Plant,Alyssum desertorum,Safe,Bryce National Park,106
Vascular Plant,Amaranthus albus,Safe,Bryce National Park,148
Vascular Plant,Amaranthus albus,Safe,Bryce National Park,120
Vascular Plant,Amaranthus blitoides,Safe,Bryce National Park,98
Vascular Plant,Amaranthus californicus,Safe,Bryce National Park,82
Vascular Plant,Amaranthus hybridus,Safe,Bryce National Park,128
Vascular Plant,Amaranthus retroflexus,Safe,Bryce National Park,103
Vascular Plant,Amaranthus retroflexus,Safe,Bryce National Park,78
Vascular Plant,Amaranthus spinosus,Safe,Bryce National Park,93
Fish,Ambloplites rupestris,Safe,Bryce National Park,95
Nonvascular Plant,Amblystegium serpens,Safe,Bryce National Park,112
Nonvascular Plant,Amblystegium varium,Safe,Bryce National Park,74
Vascular Plant,Ambrosia artemisiifolia,Safe,Bryce National Park,63
Vascular Plant,Ambrosia artemisiifolia,Safe,Bryce National Park,66
Vascular Plant,Ambrosia bidentata,Safe,Bryce National Park,108
Vascular Plant,Ambrosia psilostachya,Safe,Bryce National Park,90
Vascular Plant,Ambrosia trifida,Safe,Bryce National Park,91
Amphibian,Ambystoma maculatum,Safe,Bryce National Park,92
Amphibian,Ambystoma mavortium melanostictum,Safe,Bryce National Park,84
Amphibian,Ambystoma opacum,Safe,Bryce National Park,115
Amphibian,Ambystoma talpoideum,Safe,Bryce National Park,105
Fish,Ameiurus melas,Safe,Bryce National Park,100
Fish,Ameiurus natalis,Safe,Bryce National Park,105
Vascular Plant,Amelanchier alnifolia var. alnifolia,Safe,Bryce National Park,136
Vascular Plant,Amelanchier alnifolia var. pumila,Safe,Bryce National Park,130
Vascular Plant,Amelanchier arborea,Safe,Bryce National Park,87
Vascular Plant,Amelanchier canadensis,Safe,Bryce National Park,71
Vascular Plant,Amelanchier laevis,Safe,Bryce National Park,96
Vascular Plant,Amelanchier sanguinea,Safe,Bryce National Park,113
Vascular Plant,Amelanchier utahensis,Safe,Bryce National Park,111
Vascular Plant,Amianthium muscitoxicum,Safe,Bryce National Park,121
Vascular Plant,Ammannia coccinea,Safe,Bryce National Park,81
Bird,Ammodramus henslowii,Safe,Bryce National Park,102
Bird,Ammodramus leconteii,Safe,Bryce National Park,81
Bird,Ammodramus savannarum,Species of Concern,Bryce National Park,97
Vascular Plant,Ammoselinum butleri,Safe,Bryce National Park,112
Vascular Plant,Amorpha fruticosa,Safe,Bryce National Park,126
Vascular Plant,Amorpha georgiana,Safe,Bryce National Park,116
Vascular Plant,Amorpha glabra,Safe,Bryce National Park,98
Vascular Plant,Ampelopsis arborea,Safe,Bryce National Park,88
Vascular Plant,Ampelopsis cordata,Safe,Bryce National Park,110
Vascular Plant,Amphicarpaea bracteata,Safe,Bryce National Park,156
Nonvascular Plant,Amphidium mougeotii,Safe,Bryce National Park,74
Bird,Amphispiza bilineata,Safe,Bryce National Park,89
Vascular Plant,Amsinckia lycopsoides,Safe,Bryce National Park,92
Vascular Plant,Amsinckia menziesii,Safe,Bryce National Park,121
Vascular Plant,Amsinckia menziesii var. intermedia,Safe,Bryce National Park,125
Vascular Plant,Amsinckia menziesii var. menziesii,Safe,Bryce National Park,87
Vascular Plant,Amsonia tabernaemontana var. tabernaemontana,Safe,Bryce National Park,91
Nonvascular Plant,Anacamptodon splachnoides,Safe,Bryce National Park,126
Vascular Plant,Anagallis arvensis,Safe,Bryce National Park,124
Vascular Plant,Anagallis arvensis,Safe,Bryce National Park,90
Vascular Plant,Anagallis minima,Safe,Bryce National Park,118
Vascular Plant,Anaphalis margaritacea,Safe,Bryce National Park,134
Bird,Anas acuta,Safe,Bryce National Park,86
Bird,Anas americana,Safe,Bryce National Park,88
Bird,Anas clypeata,Safe,Bryce National Park,91
Bird,Anas crecca,Safe,Bryce National Park,72
Bird,Anas cyanoptera,Safe,Bryce National Park,94
Bird,Anas discors,Safe,Bryce National Park,107
Bird,Anas penelope,Safe,Bryce National Park,74
Bird,Anas platyrhynchos,Safe,Bryce National Park,103
Bird,Anas rubripes,Safe,Bryce National Park,87
Bird,Anas strepera,Safe,Bryce National Park,139
Nonvascular Plant,Anastrophyllum helleranum,Safe,Bryce National Park,115
Nonvascular Plant,Anastrophyllum michauxii,Safe,Bryce National Park,93
Nonvascular Plant,Anastrophyllum minutum,Safe,Bryce National Park,112
Nonvascular Plant,Anastrophyllum saxicola,Safe,Bryce National Park,86
Amphibian,Anaxyrus boreas boreas,Safe,Bryce National Park,66
Amphibian,Anaxyrus boreas halophilus,Safe,Bryce National Park,115
Amphibian,Anaxyrus canorus,Threatened,Bryce National Park,43
Nonvascular Plant,Andreaea rothii,Safe,Bryce National Park,93
Nonvascular Plant,Andreaea rupestris,Safe,Bryce National Park,96
Vascular Plant,Andropogon gerardii,Safe,Bryce National Park,126
Vascular Plant,Andropogon glomeratus,Safe,Bryce National Park,65
Vascular Plant,Andropogon gyrans var. gyrans,Safe,Bryce National Park,111
Vascular Plant,Andropogon ternarius,Safe,Bryce National Park,103
Vascular Plant,Andropogon virginicus,Safe,Bryce National Park,52
Vascular Plant,Andropogon virginicus var. virginicus,Safe,Bryce National Park,44
Vascular Plant,Androsace filiformis,Safe,Bryce National Park,116
Vascular Plant,Androsace occidentalis,Safe,Bryce National Park,77
Vascular Plant,Androsace septentrionalis ssp. subumbellata,Safe,Bryce National Park,122
Amphibian,Aneides lugubris,Safe,Bryce National Park,99
Vascular Plant,Anelsonia eurycarpa,Safe,Bryce National Park,113
Vascular Plant,Anemone drummondii,Safe,Bryce National Park,81
Vascular Plant,Anemone lancifolia,Safe,Bryce National Park,52
Vascular Plant,Anemone occidentalis,Safe,Bryce National Park,90
Vascular Plant,Anemone parviflora,Safe,Bryce National Park,110
Vascular Plant,Anemone patens var. multifida,Safe,Bryce National Park,118
Vascular Plant,Anemone quinquefolia,Safe,Bryce National Park,85
Vascular Plant,Anemone tetonensis,Safe,Bryce National Park,125
Vascular Plant,Anemone virginiana,Safe,Bryce National Park,96
Nonvascular Plant,Aneura pinguis,Safe,Bryce National Park,126
Vascular Plant,Angelica arguta,Safe,Bryce National Park,120
Vascular Plant,Angelica atropurpurea,Safe,Bryce National Park,101
Vascular Plant,Angelica breweri,Safe,Bryce National Park,84
Vascular Plant,Angelica lineariloba,Safe,Bryce National Park,117
Vascular Plant,Angelica pinnata,Safe,Bryce National Park,109
Vascular Plant,Angelica roseana,Safe,Bryce National Park,109
Vascular Plant,Angelica triquinata,Safe,Bryce National Park,84
Vascular Plant,Angelica venenosa,Safe,Bryce National Park,97
Nonvascular Plant,Anoectangium aestivum,Safe,Bryce National Park,134
Reptile,Anolis carolinensis carolinensis,Safe,Bryce National Park,111
Nonvascular Plant,Anomobryum filiforme,Safe,Bryce National Park,116
Nonvascular Plant,Anomodon attenuatus,Safe,Bryce National Park,133
Nonvascular Plant,Anomodon minor,Safe,Bryce National Park,63
Nonvascular Plant,Anomodon rostratus,Safe,Bryce National Park,113
Nonvascular Plant,Anomodon rugelii,Safe,Bryce National Park,95
Nonvascular Plant,Anomodon viticulosus,Safe,Bryce National Park,110
Bird,Anser albifrons,Safe,Bryce National Park,83
Vascular Plant,Antennaria anaphaloides,Safe,Bryce National Park,122
Vascular Plant,Antennaria argentea,Safe,Bryce National Park,84
Vascular Plant,Antennaria aromatica,Safe,Bryce National Park,74
Vascular Plant,Antennaria corymbosa,Safe,Bryce National Park,110
Vascular Plant,Antennaria dimorpha,Safe,Bryce National Park,95
Vascular Plant,Antennaria flagellaris,Safe,Bryce National Park,92
Vascular Plant,Antennaria lanata,Safe,Bryce National Park,99
Vascular Plant,Antennaria luzuloides,Safe,Bryce National Park,104
Vascular Plant,Antennaria media,Safe,Bryce National Park,139
Vascular Plant,Antennaria microphylla,Safe,Bryce National Park,103
Vascular Plant,Antennaria neglecta,Safe,Bryce National Park,113
Vascular Plant,Antennaria parlinii ssp. fallax,Safe,Bryce National Park,68
Vascular Plant,Antennaria parvifolia,Safe,Bryce National Park,98
Vascular Plant,Antennaria plantaginifolia,Safe,Bryce National Park,131
Vascular Plant,Antennaria pulcherrima,Safe,Bryce National Park,99
Vascular Plant,Antennaria racemosa,Safe,Bryce National Park,83
Vascular Plant,Antennaria rosea,Safe,Bryce National Park,109
Vascular Plant,Antennaria rosea ssp. confinis,Safe,Bryce National Park,93
Vascular Plant,Antennaria solitaria,Safe,Bryce National Park,123
Vascular Plant,Antennaria umbrinella,Safe,Bryce National Park,100
Vascular Plant,Anthemis arvensis,Safe,Bryce National Park,98
Vascular Plant,Anthemis cotula,Safe,Bryce National Park,84
Vascular Plant,Anthemis cotula,Safe,Bryce National Park,122
Vascular Plant,Anthemis tinctoria,Safe,Bryce National Park,116
Vascular Plant,Anthoxanthum odoratum,Safe,Bryce National Park,116
Vascular Plant,Anthriscus caucalis,Safe,Bryce National Park,100
Bird,Anthus rubescens,Safe,Bryce National Park,104
Bird,Anthus rubescens,Safe,Bryce National Park,109
Bird,Anthus spinoletta,Safe,Bryce National Park,93
Mammal,Antilocapra americana,Safe,Bryce National Park,98
Mammal,Antrozous pallidus,Species of Concern,Bryce National Park,67
Reptile,Apalone spinifera spinifera,Safe,Bryce National Park,84
Vascular Plant,Apera interrupta,Safe,Bryce National Park,93
Vascular Plant,Aphanes microcarpa,Safe,Bryce National Park,86
Nonvascular Plant,Aphanorrhegma serratum,Safe,Bryce National Park,94
Bird,Aphelocoma californica,Safe,Bryce National Park,73
Vascular Plant,Apios americana,Safe,Bryce National Park,93
Vascular Plant,Aplectrum hyemale,Safe,Bryce National Park,109
Fish,Aplodinotus grunniens,Safe,Bryce National Park,109
Mammal,Aplodontia rufa californica,Species of Concern,Bryce National Park,78
Vascular Plant,Apocynum androsaemifolium,Safe,Bryce National Park,102
Vascular Plant,Apocynum androsaemifolium,Safe,Bryce National Park,73
Vascular Plant,Apocynum cannabinum,Safe,Bryce National Park,114
Vascular Plant,Apocynum cannabinum,Safe,Bryce National Park,88
Vascular Plant,Apocynum cannabinum var. cannabinum,Safe,Bryce National Park,115
Nonvascular Plant,Apometzgeria pubescens,Safe,Bryce National Park,95
Bird,Aquila chrysaetos,Species of Concern,Bryce National Park,101
Vascular Plant,Aquilegia canadensis,Safe,Bryce National Park,95
Vascular Plant,Aquilegia coerulea,Safe,Bryce National Park,134
Vascular Plant,Aquilegia flavescens,Safe,Bryce National Park,102
Vascular Plant,Aquilegia formosa,Safe,Bryce National Park,112
Vascular Plant,Aquilegia pubescens,Safe,Bryce National Park,120
Vascular Plant,Aquilegia vulgaris,Safe,Bryce National Park,127
Vascular Plant,Arabidopsis thaliana,Safe,Bryce National Park,111
Vascular Plant,Arabidopsis thaliana,Safe,Bryce National Park,93
Vascular Plant,Arabis canadensis,Safe,Bryce National Park,126
Vascular Plant,Arabis davidsonii,Safe,Bryce National Park,103
Vascular Plant,Arabis drummondii,Safe,Bryce National Park,110
Vascular Plant,Arabis glabra var. glabra,Safe,Bryce National Park,89
Vascular Plant,Arabis hirsuta var. glabrata,Safe,Bryce National Park,80
Vascular Plant,Arabis hirsuta var. pycnocarpa,Safe,Bryce National Park,71
Vascular Plant,Arabis holboellii var. pendulocarpa,Safe,Bryce National Park,116
Vascular Plant,Arabis holboellii var. pinetorum,Safe,Bryce National Park,135
Vascular Plant,Arabis holboellii var. retrofracta,Safe,Bryce National Park,98
Vascular Plant,Arabis inyoensis,Safe,Bryce National Park,99
Vascular Plant,Arabis laevigata,Safe,Bryce National Park,105
Vascular Plant,Arabis laevigata var. burkii,Safe,Bryce National Park,78
Vascular Plant,Arabis laevigata var. laevigata,Safe,Bryce National Park,99
Vascular Plant,Arabis lemmonii var. depauperata,Safe,Bryce National Park,102
Vascular Plant,Arabis lemmonii var. lemmonii,Safe,Bryce National Park,68
Vascular Plant,Arabis lyallii var. lyallii,Safe,Bryce National Park,61
Vascular Plant,Arabis lyallii var. nubigena,Safe,Bryce National Park,109
Vascular Plant,Arabis lyrata,Safe,Bryce National Park,81
Vascular Plant,Arabis patens,Safe,Bryce National Park,117
Vascular Plant,Arabis platysperma var. howellii,Safe,Bryce National Park,95
Vascular Plant,Arabis platysperma var. platysperma,Safe,Bryce National Park,84
Vascular Plant,Arabis rectissima var. rectissima,Safe,Bryce National Park,73
Vascular Plant,Arabis repanda var. greenei,Safe,Bryce National Park,132
Vascular Plant,Arabis repanda var. repanda,Safe,Bryce National Park,89
Vascular Plant,Arabis sparsiflora var. arcuata,Safe,Bryce National Park,95
Vascular Plant,Arabis X divaricarpa,Safe,Bryce National Park,80
Vascular Plant,Aralia californica,Safe,Bryce National Park,44
Vascular Plant,Aralia nudicaulis,Safe,Bryce National Park,102
Vascular Plant,Aralia racemosa,Safe,Bryce National Park,120
Vascular Plant,Aralia spinosa,Safe,Bryce National Park,90
Vascular Plant,Arceuthobium abietinum,Safe,Bryce National Park,120
Vascular Plant,Arceuthobium americanum,Safe,Bryce National Park,96
Vascular Plant,Arceuthobium californicum,Safe,Bryce National Park,121
Vascular Plant,Arceuthobium campylopodum,Safe,Bryce National Park,106
Vascular Plant,Arceuthobium cyanocarpum,Safe,Bryce National Park,126
Vascular Plant,Arceuthobium occidentale,Safe,Bryce National Park,136
Bird,Archilochus alexandri,Safe,Bryce National Park,70
Bird,Archilochus colubris,Safe,Bryce National Park,143
Vascular Plant,Arctium lappa,Safe,Bryce National Park,85
Vascular Plant,Arctium minus,Safe,Bryce National Park,66
Vascular Plant,Arctium minus,Safe,Bryce National Park,142
Nonvascular Plant,Arctoa fulvella,Safe,Bryce National Park,131
Vascular Plant,Arctostaphylos nevadensis,Safe,Bryce National Park,92
Vascular Plant,Arctostaphylos uva-ursi,Safe,Bryce National Park,123
Vascular Plant,Arctostaphylos viscida ssp. mariposa,Safe,Bryce National Park,109
Vascular Plant,Arctostaphylos viscida ssp. viscida,Safe,Bryce National Park,116
Bird,Ardea alba,Safe,Bryce National Park,67
Bird,Ardea albus,Safe,Bryce National Park,129
Bird,Ardea herodias,Species of Concern,Bryce National Park,100
Vascular Plant,Arenaria aculeata,Safe,Bryce National Park,121
Vascular Plant,Arenaria congesta var. subcongesta,Safe,Bryce National Park,103
Vascular Plant,Arenaria congesta var. suffrutescens,Safe,Bryce National Park,83
Bird,Arenaria interpres,Safe,Bryce National Park,94
Vascular Plant,Arenaria serpyllifolia,Safe,Bryce National Park,19
Vascular Plant,Arenaria serpyllifolia,Safe,Bryce National Park,114
Vascular Plant,Argentina anserina,Safe,Bryce National Park,100
Vascular Plant,Arisaema dracontium,Safe,Bryce National Park,94
Vascular Plant,Arisaema triphyllum ssp. quinatum,Safe,Bryce National Park,115
Vascular Plant,Arisaema triphyllum ssp. triphyllum,Safe,Bryce National Park,77
Vascular Plant,Aristida dichotoma var. dichotoma,Safe,Bryce National Park,98
Vascular Plant,Aristida divaricata,Safe,Bryce National Park,111
Vascular Plant,Aristida oligantha,Safe,Bryce National Park,123
Vascular Plant,Aristida purpurascens,Safe,Bryce National Park,65
Vascular Plant,Aristida purpurea var. longiseta,Safe,Bryce National Park,127
Vascular Plant,Aristolochia macrophylla,Safe,Bryce National Park,125
Vascular Plant,Aristolochia serpentaria,Safe,Bryce National Park,82
Vascular Plant,Arnica amplexicaulis,Safe,Bryce National Park,95
Vascular Plant,Arnica chamissonis ssp. foliosa,Safe,Bryce National Park,148
Vascular Plant,Arnica cordifolia,Safe,Bryce National Park,68
Vascular Plant,Arnica discoidea,Safe,Bryce National Park,121
Vascular Plant,Arnica fulgens,Safe,Bryce National Park,61
Vascular Plant,Arnica latifolia,Safe,Bryce National Park,109
Vascular Plant,Arnica longifolia,Safe,Bryce National Park,90
Vascular Plant,Arnica mollis,Safe,Bryce National Park,115
Vascular Plant,Arnica nevadensis,Safe,Bryce National Park,90
Vascular Plant,Arnica parryi,Safe,Bryce National Park,106
Vascular Plant,Arnica parryi ssp. sonnei,Safe,Bryce National Park,92
Vascular Plant,Arnica rydbergii,Safe,Bryce National Park,129
Vascular Plant,Arnica sororia,Safe,Bryce National Park,88
Vascular Plant,Arnoglossum atriplicifolium,Safe,Bryce National Park,88
