category,scientific_name,conservation_status,park_name,observations
Vascular Plant,Allium yosemitense,Safe,Yosemite National Park,139
Vascular Plant,Allophyllum divaricatum,Safe,Yosemite National Park,130
Vascular Plant,Allophyllum gilioides ssp. gilioides,Safe,Yosemite National Park,162
Vascular Plant,Allophyllum gilioides ssp. violaceum,Safe,Yosemite National Park,129
Vascular Plant,Allophyllum integrifolium,Safe,Yosemite National Park,134
Vascular Plant,Allotropa virgata,Safe,Yosemite National Park,151
Vascular Plant,Alnus incana ssp. tenuifolia,Safe,Yosemite National Park,148
Vascular Plant,Alnus rhombifolia,Safe,Yosemite National Park,168
Vascular Plant,Alnus serrulata,Safe,Yosemite National Park,167
Vascular Plant,Alopecurus aequalis,Safe,Yosemite National Park,154
Vascular Plant,Alopecurus arundinaceus,Safe,Yosemite National Park,109
Vascular Plant,Alopecurus borealis,Safe,Yosemite National Park,141
Vascular Plant,Alopecurus carolinianus,Safe,Yosemite National Park,158
Vascular Plant,Alopecurus pratensis,Safe,Yosemite National Park,149
Vascular Plant,Alyssum alyssoides,Safe,Yosemite National Park,130
Vascular Plant,Alyssum desertorum,Safe,Yosemite National Park,142
Vascular Plant,Amaranthus albus,Safe,Yosemite National Park,131
Vascular Plant,Amaranthus albus,Safe,Yosemite National Park,139
Vascular Plant,Amaranthus blitoides,Safe,Yosemite National Park,168
Vascular Plant,Amaranthus californicus,Safe,Yosemite National Park,108
Vascular Plant,Amaranthus hybridus,Safe,Yosemite National Park,163
Vascular Plant,Amaranthus retroflexus,Safe,Yosemite National Park,121
Vascular Plant,Amaranthus retroflexus,Safe,Yosemite National Park,148
Vascular Plant,Amaranthus spinosus,Safe,Yosemite National Park,152
Fish,Ambloplites rupestris,Safe,Yosemite National Park,121
Nonvascular Plant,Amblystegium serpens,Safe,Yosemite National Park,123
Nonvascular Plant,Amblystegium varium,Safe,Yosemite National Park,152
Vascular Plant,Ambrosia artemisiifolia,Safe,Yosemite National Park,142
Vascular Plant,Ambrosia artemisiifolia,Safe,Yosemite National Park,139
Vascular Plant,Ambrosia bidentata,Safe,Yosemite National Park,124
Vascular Plant,Ambrosia psilostachya,Safe,Yosemite National Park,186
Vascular Plant,Ambrosia trifida,Safe,Yosemite National Park,123
Amphibian,Ambystoma maculatum,Safe,Yosemite National Park,163
Amphibian,Ambystoma mavortium melanostictum,Safe,Yosemite National Park,157
Amphibian,Ambystoma opacum,Safe,Yosemite National Park,167
Amphibian,Ambystoma talpoideum,Safe,Yosemite National Park,105
Fish,Ameiurus melas,Safe,Yosemite National Park,154
Fish,Ameiurus natalis,Safe,Yosemite National Park,156
Vascular Plant,Amelanchier alnifolia var. alnifolia,Safe,Yosemite National Park,150
Vascular Plant,Amelanchier alnifolia var. pumila,Safe,Yosemite National Park,120
Vascular Plant,Amelanchier arborea,Safe,Yosemite National Park,141
Vascular Plant,Amelanchier canadensis,Safe,Yosemite National Park,168
Vascular Plant,Amelanchier laevis,Safe,Yosemite National Park,200
Vascular Plant,Amelanchier sanguinea,Safe,Yosemite National Park,157
Vascular Plant,Amelanchier utahensis,Safe,Yosemite National Park,134
Vascular Plant,Amianthium muscitoxicum,Safe,Yosemite National Park,120
Vascular Plant,Ammannia coccinea,Safe,Yosemite National Park,159
Bird,Ammodramus henslowii,Safe,Yosemite National Park,149
Bird,Ammodramus leconteii,Safe,Yosemite National Park,137
Bird,Ammodramus savannarum,Species of Concern,Yosemite National Park,124
Vascular Plant,Ammoselinum butleri,Safe,Yosemite National Park,179
Vascular Plant,Amorpha fruticosa,Safe,Yosemite National Park,181
Vascular Plant,Amorpha georgiana,Safe,Yosemite National Park,147
Vascular Plant,Amorpha glabra,Safe,Yosemite National Park,157
Vascular Plant,Ampelopsis arborea,Safe,Yosemite National Park,152
Vascular Plant,Ampelopsis cordata,Safe,Yosemite National Park,118
Vascular Plant,Amphicarpaea bracteata,Safe,Yosemite National Park,187
Nonvascular Plant,Amphidium mougeotii,Safe,Yosemite National Park,161
Bird,Amphispiza bilineata,Safe,Yosemite National Park,130
Vascular Plant,Amsinckia lycopsoides,Safe,Yosemite National Park,153
Vascular Plant,Amsinckia menziesii,Safe,Yosemite National Park,151
Vascular Plant,Amsinckia menziesii var. intermedia,Safe,Yosemite National Park,192
Vascular Plant,Amsinckia menziesii var. menziesii,Safe,Yosemite National Park,159
Vascular Plant,Amsonia tabernaemontana var. tabernaemontana,Safe,Yosemite National Park,181
Nonvascular Plant,Anacamptodon splachnoides,Safe,Yosemite National Park,157
Vascular Plant,Anagallis arvensis,Safe,Yosemite National Park,156
Vascular Plant,Anagallis arvensis,Safe,Yosemite National Park,140
Vascular Plant,Anagallis minima,Safe,Yosemite National Park,128
Vascular Plant,Anaphalis margaritacea,Safe,Yosemite National Park,133
Bird,Anas acuta,Safe,Yosemite National Park,105
Bird,Anas americana,Safe,Yosemite National Park,157
Bird,Anas clypeata,Safe,Yosemite National Park,153
Bird,Anas crecca,Safe,Yosemite National Park,152
Bird,Anas cyanoptera,Safe,Yosemite National Park,104
Bird,Anas discors,Safe,Yosemite National Park,190
Bird,Anas penelope,Safe,Yosemite National Park,112
Bird,Anas platyrhynchos,Safe,Yosemite National Park,161
Bird,Anas rubripes,Safe,Yosemite National Park,153
Bird,Anas strepera,Safe,Yosemite National Park,148
Nonvascular Plant,Anastrophyllum helleranum,Safe,Yosemite National Park,160
Nonvascular Plant,Anastrophyllum michauxii,Safe,Yosemite National Park,139
Nonvascular Plant,Anastrophyllum minutum,Safe,Yosemite National Park,131
Nonvascular Plant,Anastrophyllum saxicola,Safe,Yosemite National Park,168
Amphibian,Anaxyrus boreas boreas,Safe,Yosemite National Park,137
Amphibian,Anaxyrus boreas halophilus,Safe,Yosemite National Park,154
Amphibian,Anaxyrus canorus,Threatened,Yosemite National Park,87
Nonvascular Plant,Andreaea rothii,Safe,Yosemite National Park,124
Nonvascular Plant,Andreaea rupestris,Safe,Yosemite National Park,124
Vascular Plant,Andropogon gerardii,Safe,Yosemite National Park,145
Vascular Plant,Andropogon glomeratus,Safe,Yosemite National Park,135
Vascular Plant,Andropogon gyrans var. gyrans,Safe,Yosemite National Park,164
Vascular Plant,Andropogon ternarius,Safe,Yosemite National Park,136
Vascular Plant,Andropogon virginicus,Safe,Yosemite National Park,147
Vascular Plant,Andropogon virginicus var. virginicus,Safe,Yosemite National Park,175
Vascular Plant,Androsace filiformis,Safe,Yosemite National Park,150
Vascular Plant,Androsace occidentalis,Safe,Yosemite National Park,120
Vascular Plant,Androsace septentrionalis ssp. subumbellata,Safe,Yosemite National Park,136
Amphibian,Aneides lugubris,Safe,Yosemite National Park,153
Vascular Plant,Anelsonia eurycarpa,Safe,Yosemite National Park,113
Vascular Plant,Anemone drummondii,Safe,Yosemite National Park,136
Vascular Plant,Anemone lancifolia,Safe,Yosemite National Park,147
Vascular Plant,Anemone occidentalis,Safe,Yosemite National Park,148
Vascular Plant,Anemone parviflora,Safe,Yosemite National Park,144
Vascular Plant,Anemone patens var. multifida,Safe,Yosemite National Park,155
Vascular Plant,Anemone quinquefolia,Safe,Yosemite National Park,123
Vascular Plant,Anemone tetonensis,Safe,Yosemite National Park,101
Vascular Plant,Anemone virginiana,Safe,Yosemite National Park,145
Nonvascular Plant,Aneura pinguis,Safe,Yosemite National Park,163
Vascular Plant,Angelica arguta,Safe,Yosemite National Park,120
Vascular Plant,Angelica atropurpurea,Safe,Yosemite National Park,165
Vascular Plant,Angelica breweri,Safe,Yosemite National Park,164
Vascular Plant,Angelica lineariloba,Safe,Yosemite National Park,189
Vascular Plant,Angelica pinnata,Safe,Yosemite National Park,147
Vascular Plant,Angelica roseana,Safe,Yosemite National Park,161
Vascular Plant,Angelica triquinata,Safe,Yosemite National Park,145
Vascular Plant,Angelica venenosa,Safe,Yosemite National Park,170
Nonvascular Plant,Anoectangium aestivum,Safe,Yosemite National Park,169
Reptile,Anolis carolinensis carolinensis,Safe,Yosemite National Park,156
Nonvascular Plant,Anomobryum filiforme,Safe,Yosemite National Park,150
Nonvascular Plant,Anomodon attenuatus,Safe,Yosemite National Park,199
Nonvascular Plant,Anomodon minor,Safe,Yosemite National Park,167
Nonvascular Plant,Anomodon rostratus,Safe,Yosemite National Park,108
Nonvascular Plant,Anomodon rugelii,Safe,Yosemite National Park,188
Nonvascular Plant,Anomodon viticulosus,Safe,Yosemite National Park,174
Bird,Anser albifrons,Safe,Yosemite National Park,162
Vascular Plant,Antennaria anaphaloides,Safe,Yosemite National Park,158
Vascular Plant,Antennaria argentea,Safe,Yosemite National Park,148
Vascular Plant,Antennaria aromatica,Safe,Yosemite National Park,125
Vascular Plant,Antennaria corymbosa,Safe,Yosemite National Park,142
Vascular Plant,Antennaria dimorpha,Safe,Yosemite National Park,125
Vascular Plant,Antennaria flagellaris,Safe,Yosemite National Park,182
Vascular Plant,Antennaria lanata,Safe,Yosemite National Park,159
Vascular Plant,Antennaria luzuloides,Safe,Yosemite National Park,173
Vascular Plant,Antennaria media,Safe,Yosemite National Park,180
Vascular Plant,Antennaria microphylla,Safe,Yosemite National Park,173
Vascular Plant,Antennaria neglecta,Safe,Yosemite National Park,150
Vascular Plant,Antennaria parlinii ssp. fallax,Safe,Yosemite National Park,149
Vascular Plant,Antennaria parvifolia,Safe,Yosemite National Park,149
Vascular Plant,Antennaria plantaginifolia,Safe,Yosemite National Park,141
Vascular Plant,Antennaria pulcherrima,Safe,Yosemite National Park,161
Vascular Plant,Antennaria racemosa,Safe,Yosemite National Park,183
Vascular Plant,Antennaria rosea,Safe,Yosemite National Park,144
Vascular Plant,Antennaria rosea ssp. confinis,Safe,Yosemite National Park,159
Vascular Plant,Antennaria solitaria,Safe,Yosemite National Park,112
Vascular Plant,Antennaria umbrinella,Safe,Yosemite National Park,152
Vascular Plant,Anthemis arvensis,Safe,Yosemite National Park,152
Vascular Plant,Anthemis cotula,Safe,Yosemite National Park,162
Vascular Plant,Anthemis cotula,Safe,Yosemite National Park,170
Vascular Plant,Anthemis tinctoria,Safe,Yosemite National Park,139
Vascular Plant,Anthoxanthum odoratum,Safe,Yosemite National Park,141
Vascular Plant,Anthriscus caucalis,Safe,Yosemite National Park,174
Bird,Anthus rubescens,Safe,Yosemite National Park,177
Bird,Anthus rubescens,Safe,Yosemite National Park,132
Bird,Anthus spinoletta,Safe,Yosemite National Park,152
Mammal,Antilocapra americana,Safe,Yosemite National Park,148
Mammal,Antrozous pallidus,Species of Concern,Yosemite National Park,134
Reptile,Apalone spinifera spinifera,Safe,Yosemite National Park,158
Vascular Plant,Apera interrupta,Safe,Yosemite National Park,183
Vascular Plant,Aphanes microcarpa,Safe,Yosemite National Park,166
Nonvascular Plant,Aphanorrhegma serratum,Safe,Yosemite National Park,151
Bird,Aphelocoma californica,Safe,Yosemite National Park,133
Vascular Plant,Apios americana,Safe,Yosemite National Park,129
Vascular Plant,Aplectrum hyemale,Safe,Yosemite National Park,150
Fish,Aplodinotus grunniens,Safe,Yosemite National Park,160
Mammal,Aplodontia rufa californica,Species of Concern,Yosemite National Park,151
Vascular Plant,Apocynum androsaemifolium,Safe,Yosemite National Park,154
Vascular Plant,Apocynum androsaemifolium,Safe,Yosemite National Park,172
Vascular Plant,Apocynum cannabinum,Safe,Yosemite National Park,144
Vascular Plant,Apocynum cannabinum,Safe,Yosemite National Park,174
Vascular Plant,Apocynum cannabinum var. cannabinum,Safe,Yosemite National Park,138
Nonvascular Plant,Apometzgeria pubescens,Safe,Yosemite National Park,173
Bird,Aquila chrysaetos,Species of Concern,Yosemite National Park,120
Vascular Plant,Aquilegia canadensis,Safe,Yosemite National Park,160
Vascular Plant,Aquilegia coerulea,Safe,Yosemite National Park,178
Vascular Plant,Aquilegia flavescens,Safe,Yosemite National Park,170
Vascular Plant,Aquilegia formosa,Safe,Yosemite National Park,135
Vascular Plant,Aquilegia pubescens,Safe,Yosemite National Park,175
Vascular Plant,Aquilegia vulgaris,Safe,Yosemite National Park,155
Vascular Plant,Arabidopsis thaliana,Safe,Yosemite National Park,178
Vascular Plant,Arabidopsis thaliana,Safe,Yosemite National Park,110
Vascular Plant,Arabis canadensis,Safe,Yosemite National Park,79
Vascular Plant,Arabis davidsonii,Safe,Yosemite National Park,109
Vascular Plant,Arabis drummondii,Safe,Yosemite National Park,93
Vascular Plant,Arabis glabra var. glabra,Safe,Yosemite National Park,130
Vascular Plant,Arabis hirsuta var. glabrata,Safe,Yosemite National Park,146
Vascular Plant,Arabis hirsuta var. pycnocarpa,Safe,Yosemite National Park,203
Vascular Plant,Arabis holboellii var. pendulocarpa,Safe,Yosemite National Park,174
Vascular Plant,Arabis holboellii var. pinetorum,Safe,Yosemite National Park,160
Vascular Plant,Arabis holboellii var. retrofracta,Safe,Yosemite National Park,196
Vascular Plant,Arabis inyoensis,Safe,Yosemite National Park,156
Vascular Plant,Arabis laevigata,Safe,Yosemite National Park,171
Vascular Plant,Arabis laevigata var. burkii,Safe,Yosemite National Park,153
Vascular Plant,Arabis laevigata var. laevigata,Safe,Yosemite National Park,134
Vascular Plant,Arabis lemmonii var. depauperata,Safe,Yosemite National Park,127
Vascular Plant,Arabis lemmonii var. lemmonii,Safe,Yosemite National Park,141
Vascular Plant,Arabis lyallii var. lyallii,Safe,Yosemite National Park,174
Vascular Plant,Arabis lyallii var. nubigena,Safe,Yosemite National Park,167
Vascular Plant,Arabis lyrata,Safe,Yosemite National Park,133
Vascular Plant,Arabis patens,Safe,Yosemite National Park,138
Vascular Plant,Arabis platysperma var. howellii,Safe,Yosemite National Park,135
Vascular Plant,Arabis platysperma var. platysperma,Safe,Yosemite National Park,135
Vascular Plant,Arabis rectissima var. rectissima,Safe,Yosemite National Park,183
Vascular Plant,Arabis repanda var. greenei,Safe,Yosemite National Park,144
Vascular Plant,Arabis repanda var. repanda,Safe,Yosemite National Park,114
Vascular Plant,Arabis sparsiflora var. arcuata,Safe,Yosemite National Park,109
Vascular Plant,Arabis X divaricarpa,Safe,Yosemite National Park,127
Vascular Plant,Aralia californica,Safe,Yosemite National Park,200
Vascular Plant,Aralia nudicaulis,Safe,Yosemite National Park,171
Vascular Plant,Aralia racemosa,Safe,Yosemite National Park,175
Vascular Plant,Aralia spinosa,Safe,Yosemite National Park,176
Vascular Plant,Arceuthobium abietinum,Safe,Yosemite National Park,171
Vascular Plant,Arceuthobium americanum,Safe,Yosemite National Park,164
Vascular Plant,Arceuthobium californicum,Safe,Yosemite National Park,154
Vascular Plant,Arceuthobium campylopodum,Safe,Yosemite National Park,172
Vascular Plant,Arceuthobium cyanocarpum,Safe,Yosemite National Park,138
Vascular Plant,Arceuthobium occidentale,Safe,Yosemite National Park,161
Bird,Archilochus alexandri,Safe,Yosemite National Park,129
Bird,Archilochus colubris,Safe,Yosemite National Park,147
Vascular Plant,Arctium lappa,Safe,Yosemite National Park,142
Vascular Plant,Arctium minus,Safe,Yosemite National Park,162
Vascular Plant,Arctium minus,Safe,Yosemite National Park,162
Nonvascular Plant,Arctoa fulvella,Safe,Yosemite National Park,142
Vascular Plant,Arctostaphylos nevadensis,Safe,Yosemite National Park,176
Vascular Plant,Arctostaphylos uva-ursi,Safe,Yosemite National Park,154
Vascular Plant,Arctostaphylos viscida ssp. mariposa,Safe,Yosemite National Park,150
Vascular Plant,Arctostaphylos viscida ssp. viscida,Safe,Yosemite National Park,151
Bird,Ardea alba,Safe,Yosemite National Park,138
Bird,Ardea albus,Safe,Yosemite National Park,142
Bird,Ardea herodias,Species of Concern,Yosemite National Park,161
Vascular Plant,Arenaria aculeata,Safe,Yosemite National Park,140
Vascular Plant,Arenaria congesta var. subcongesta,Safe,Yosemite National Park,148
Vascular Plant,Arenaria congesta var. suffrutescens,Safe,Yosemite National Park,125
Bird,Arenaria interpres,Safe,Yosemite National Park,105
Vascular Plant,Arenaria serpyllifolia,Safe,Yosemite National Park,173
Vascular Plant,Arenaria serpyllifolia,Safe,Yosemite National Park,140
Vascular Plant,Argentina anserina,Safe,Yosemite National Park,167
Vascular Plant,Arisaema dracontium,Safe,Yosemite National Park,135
Vascular Plant,Arisaema triphyllum ssp. quinatum,Safe,Yosemite National Park,193
Vascular Plant,Arisaema triphyllum ssp. triphyllum,Safe,Yosemite National Park,132
Vascular Plant,Aristida dichotoma var. dichotoma,Safe,Yosemite National Park,192
Vascular Plant,Aristida divaricata,Safe,Yosemite National Park,183
Vascular Plant,Aristida oligantha,Safe,Yosemite National Park,164
Vascular Plant,Aristida purpurascens,Safe,Yosemite National Park,121
Vascular Plant,Aristida purpurea var. longiseta,Safe,Yosemite National Park,159
Vascular Plant,Aristolochia macrophylla,Safe,Yosemite National Park,133
Vascular Plant,Aristolochia serpentaria,Safe,Yosemite National Park,160
Vascular Plant,Arnica amplexicaulis,Safe,Yosemite National Park,141
